teamcolor_id,name,description,category,type,max_stage,max_required_players,max_effect_summary,icon_url,source_url,collected_at,schema_version
1014,바이엘 04 레버쿠젠,바이엘 04 레버쿠젠 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 속력 +3 | 가속력 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l32.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1014,2026-07-31T18:15:14+09:00,1.0.0
1015,VfL 볼프스부르크,VfL 볼프스부르크 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 태클 +3 | 가로채기 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l175.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1015,2026-07-31T18:15:14+09:00,1.0.0
1016,FC 바르셀로나,FC 바르셀로나 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 짧은 패스 +3 | 볼 컨트롤 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l241.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1016,2026-07-31T18:15:14+09:00,1.0.0
1017,아틀레티코 마드리드,아틀레티코 마드리드 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 태클 +3 | 반응 속도 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l240.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1017,2026-07-31T18:15:14+09:00,1.0.0
1018,레알 마드리드,레알 마드리드 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 시야 +3 | 드리블 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l243.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1018,2026-07-31T18:15:14+09:00,1.0.0
1019,발렌시아 CF,발렌시아 CF 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 반응 속도 +3 | 중거리 슛 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l461.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1019,2026-07-31T18:15:14+09:00,1.0.0
1020,RCD 에스파뇰,RCD 에스파뇰 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 중거리 슛 +3 | 짧은 패스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l452.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1020,2026-07-31T18:15:14+09:00,1.0.0
1021,유벤투스,유벤투스 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 민첩성 +3 | 짧은 패스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l45.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1021,2026-07-31T18:15:14+09:00,1.0.0
1022,SSC 나폴리,SSC 나폴리 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 시야 +3 | 커브 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l48.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1022,2026-07-31T18:15:14+09:00,1.0.0
1023,롬바르디아 FC,롬바르디아 FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 골 결정력 +3 | 중거리 슛 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l131682.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1023,2026-07-31T18:15:14+09:00,1.0.0
1024,AS 로마,AS 로마 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 가로채기 +3 | 시야 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l52.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1024,2026-07-31T18:15:14+09:00,1.0.0
1025,밀라노 FC,밀라노 FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 대인 수비 +3 | 태클 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l131681.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1025,2026-07-31T18:15:14+09:00,1.0.0
1026,라티움,라티움 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 태클 +3 | 긴 패스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l115841.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1026,2026-07-31T18:15:14+09:00,1.0.0
1027,파리 생제르맹,파리 생제르맹 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 드리블 +3 | 볼 컨트롤 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l73.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1027,2026-07-31T18:15:14+09:00,1.0.0
1028,LOSC 릴,LOSC 릴 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 위치 선정 +3 | 골 결정력 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l65.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1028,2026-07-31T18:15:14+09:00,1.0.0
1029,올랭피크 리옹,올랭피크 리옹 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 시야 +3 | 민첩성 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l66.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1029,2026-07-31T18:15:14+09:00,1.0.0
1030,올랭피크 마르세유,올랭피크 마르세유 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 적극성 +3 | 몸싸움 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l219.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1030,2026-07-31T18:15:14+09:00,1.0.0
1031,아약스,아약스 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 드리블 +3 | 짧은 패스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l245.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1031,2026-07-31T18:15:14+09:00,1.0.0
1032,PSV,PSV 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 골 결정력 +3 | 가로채기 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l247.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1032,2026-07-31T18:15:14+09:00,1.0.0
1033,전북 현대 모터스,전북 현대 모터스 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 골 결정력 +3 | 위치 선정 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1477.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1033,2026-07-31T18:15:14+09:00,1.0.0
1034,울산 현대,울산 현대 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 가속력 +3 | 골 결정력 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1473.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1034,2026-07-31T18:15:14+09:00,1.0.0
1035,FC 서울,FC 서울 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 가로채기 +3 | 대인 수비 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l982.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1035,2026-07-31T18:15:14+09:00,1.0.0
1036,대구 FC,대구 FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 시야 +3 | 가속력 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l2056.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1036,2026-07-31T18:15:14+09:00,1.0.0
1037,김천 상무,김천 상무 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 반응 속도 +3 | 민첩성 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l2055.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1037,2026-07-31T18:15:14+09:00,1.0.0
1038,성남 FC,성남 FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 중거리 슛 +3 | 태클 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l981.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1038,2026-07-31T18:15:14+09:00,1.0.0
1039,강원 FC,강원 FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 짧은 패스 +3 | 드리블 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l112115.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1039,2026-07-31T18:15:14+09:00,1.0.0
1040,포항 스틸러스,포항 스틸러스 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 가로채기 +3 | 짧은 패스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1474.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1040,2026-07-31T18:15:14+09:00,1.0.0
1041,경남 FC,경남 FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 긴 패스 +3 | 크로스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l111588.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1041,2026-07-31T18:15:14+09:00,1.0.0
1042,수원 삼성 블루윙즈,수원 삼성 블루윙즈 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 태클 +3 | 몸싸움 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l983.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1042,2026-07-31T18:15:14+09:00,1.0.0
1043,인천 유나이티드,인천 유나이티드 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 몸싸움 +3 | 헤더 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110765.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1043,2026-07-31T18:15:14+09:00,1.0.0
1044,제주 SK FC,제주 SK FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 볼 컨트롤 +3 | 드리블 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1478.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1044,2026-07-31T18:15:14+09:00,1.0.0
1047,상하이 하이강,상하이 하이강 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 가속력 +3 | 드리블 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l112540.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1047,2026-07-31T18:15:14+09:00,1.0.0
1049,산둥 타이산,산둥 타이산 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 태클 +3 | 가로채기 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l111724.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1049,2026-07-31T18:15:14+09:00,1.0.0
1051,톈진 진먼후,톈진 진먼후 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 대인 수비 +3 | 밸런스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l111774.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1051,2026-07-31T18:15:14+09:00,1.0.0
1053,상하이 선화,상하이 선화 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 크로스 +3 | 긴 패스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110955.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1053,2026-07-31T18:15:14+09:00,1.0.0
1062,광주 FC,광주 FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 크로스 +3 | 헤더 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l112258.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1062,2026-07-31T18:15:14+09:00,1.0.0
1063,부산 아이파크,부산 아이파크 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 골 결정력 +3 | 슛 파워 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1476.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1063,2026-07-31T18:15:14+09:00,1.0.0
1064,FC 안양,FC 안양 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 드리블 +3 | 속력 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l112555.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1064,2026-07-31T18:15:14+09:00,1.0.0
1065,부천 FC 1995,부천 FC 1995 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 가로채기 +3 | 태클 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l112554.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1065,2026-07-31T18:15:14+09:00,1.0.0
1066,안산 그리너스 FC,안산 그리너스 FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 슬라이딩 태클 +3 | 대인 수비 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l113595.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1066,2026-07-31T18:15:14+09:00,1.0.0
1067,전남 드래곤즈,전남 드래곤즈 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 속력 +3 | 반응 속도 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1475.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1067,2026-07-31T18:15:14+09:00,1.0.0
1068,충남 아산 축구단,충남 아산 축구단 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 긴 패스 +3 | 짧은 패스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l112559.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1068,2026-07-31T18:15:14+09:00,1.0.0
1069,수원 FC,수원 FC 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 프리킥 +3 | 헤더 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l112558.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1069,2026-07-31T18:15:14+09:00,1.0.0
1070,대전 하나 시티즌,대전 하나 시티즌 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 대인 수비 +3 | 적극성 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l980.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1070,2026-07-31T18:15:14+09:00,1.0.0
1071,서울 이랜드,서울 이랜드 선수들로 구성된 팀컬러입니다.,소속 팀컬러,클럽,4,11,전체 능력치 +4 | 몸싸움 +3 | 태클 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l113031.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=1071,2026-07-31T18:15:14+09:00,1.0.0
2001,대한민국,대한민국 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 크로스 +3 | 긴 패스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_167.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2001,2026-07-31T18:15:14+09:00,1.0.0
2002,프랑스,프랑스 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 드리블 +3 | 짧은 패스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_18.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2002,2026-07-31T18:15:14+09:00,1.0.0
2003,브라질,브라질 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 볼 컨트롤 +3 | 스태미너 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_54.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2003,2026-07-31T18:15:14+09:00,1.0.0
2004,독일,독일 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 짧은 패스 +3 | 크로스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_21.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2004,2026-07-31T18:15:14+09:00,1.0.0
2005,네덜란드,네덜란드 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 태클 +3 | 중거리 슛 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_34.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2005,2026-07-31T18:15:14+09:00,1.0.0
2006,잉글랜드,잉글랜드 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 긴 패스 +3 | 골 결정력 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_14.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2006,2026-07-31T18:15:14+09:00,1.0.0
2007,포르투갈,포르투갈 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 위치 선정 +3 | 드리블 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_38.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2007,2026-07-31T18:15:14+09:00,1.0.0
2008,벨기에,벨기에 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 드리블 +3 | 몸싸움 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_7.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2008,2026-07-31T18:15:14+09:00,1.0.0
2009,이탈리아,이탈리아 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 긴 패스 +3 | 슬라이딩 태클 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_27.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2009,2026-07-31T18:15:14+09:00,1.0.0
2010,스페인,스페인 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 짧은 패스 +3 | 가로채기 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_45.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2010,2026-07-31T18:15:14+09:00,1.0.0
2011,아르헨티나,아르헨티나 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 드리블 +3 | 골 결정력 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_52.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2011,2026-07-31T18:15:14+09:00,1.0.0
2012,미국,미국 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 가속력 +3 | 밸런스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_95.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2012,2026-07-31T18:15:14+09:00,1.0.0
2014,폴란드,폴란드 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 헤더 +3 | 위치 선정 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_37.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2014,2026-07-31T18:15:14+09:00,1.0.0
2015,스위스,스위스 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 스태미너 +3 | 크로스 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_47.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2015,2026-07-31T18:15:14+09:00,1.0.0
2016,아이슬란드,아이슬란드 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 프리킥 +3 | 헤더 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_24.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2016,2026-07-31T18:15:14+09:00,1.0.0
2017,웨일스,웨일스 선수들로 구성된 팀컬러입니다.,소속 팀컬러,국가,4,11,전체 능력치 +4 | 가속력 +3 | 속력 +3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_50.png,https://fconline.nexon.com/datacenter/teamcolor#teamcolorid=2017,2026-07-31T18:15:14+09:00,1.0.0
