teamcolor_id,spid
1004,110001419
1004,110001605
1004,110001620
1004,110001625
1004,110004000
1004,110006975
1004,110007826
1004,110034079
1004,110048940
1004,110214649
1004,110248146
1004,831202811
1004,831243715
1004,835162895
1004,840004000
1004,840180403
1004,844199503
1004,844232580
1004,844234378
1004,844241651
1004,844243715
1004,844246669
1004,845001419
1004,845001625
1004,845162895
1004,845184941
1004,845202811
1004,845205498
1004,845226754
1004,848000388
1004,848001419
1004,848001605
1004,848001625
1004,848004000
1004,848146562
1004,848184941
1004,848199503
1004,848202652
1004,848206113
1004,851235794
1004,852001419
1004,852007826
1004,852248146
1004,854234378
1004,854243715
1004,855220901
1004,855232580
1004,855241651
1004,856220901
1004,856232580
1004,856234378
1004,856243715
1004,856246669
1004,856248148
1004,856251566
1004,861000388
1004,861001419
1004,861001620
1004,861001625
1004,861004000
1004,861007826
1004,861008473
1004,861047390
1004,861214649
1004,863222665
1004,863225193
1004,863234378
1004,863248148
1004,866186146
1004,866188567
1004,866199503
1004,866206113
1004,866220901
1004,866232580
1004,866234378
1004,866243715
1004,866251805
1004,866265693
1004,867001419
1004,867162895
1004,867214649
1004,867225193
1004,867235790
1004,867248146
1004,868001419
1004,868001625
1004,868004000
1005,100000240
1005,100000246
1005,100000250
1005,100001845
1005,100005419
1005,100007289
1005,100007518
1005,100007826
1005,100010264
1005,100039943
1005,100041236
1005,100051539
1005,100052241
1005,100054050
1005,100121944
1005,100140601
1005,100167198
1005,100190053
1005,100222481
1005,100226764
1005,100230025
1005,110000240
1005,110000246
1005,110000250
1005,110001845
1005,110005419
1005,110007289
1005,110007518
1005,110007826
1005,110010264
1005,110039943
1005,110041236
1005,110051539
1005,110052241
1005,110054050
1005,110121944
1005,110140601
1005,110167198
1005,110190053
1005,110222481
1005,110226764
1005,110230025
1005,828020801
1005,839020801
1005,844020801
1005,844212198
1005,844237238
1005,844240243
1005,845020801
1005,845184941
1005,845222481
1005,846000250
1005,846020801
1005,848000240
1005,848000246
1005,848020801
1005,848041236
1005,848121944
1005,848140601
1005,848143001
1005,848184941
1005,848192505
1005,848200145
1005,850226764
1005,851243014
1005,852010264
1005,852167198
1005,852233049
1005,855020801
1005,855237238
1005,855243014
1005,855255475
1005,861000250
1005,861005740
1005,861007518
1005,861007826
1005,861049072
1005,861051539
1005,861121944
1005,861222481
1005,861230025
1005,863020801
1005,863202556
1005,864039943
1005,866020801
1005,866186146
1005,866200145
1005,866212198
1005,866237238
1005,866259399
1005,867000240
1005,867000250
1005,867007518
1005,867041236
1005,867054050
1005,867176944
1005,867200145
1005,867212198
1005,868007289
1005,868230025
1006,267198950
1006,267253124
1006,267255253
1006,270255253
1006,279202811
1006,287240950
1006,289000330
1006,291236015
1006,291237658
1006,291245336
1006,291253124
1006,806226380
1006,810253124
1006,810255253
1006,813000330
1006,814000330
1006,814210635
1006,814224293
1006,820224293
1006,820240950
1006,820255253
1006,821225161
1006,821231628
1006,821240243
1006,826212811
1006,826226380
1006,826227928
1006,826236015
1006,826238756
1006,826240243
1006,826245336
1006,826273463
1006,828178005
1006,829000330
1006,831202811
1006,832255253
1006,834202811
1006,834240950
1006,834244778
1006,834253124
1006,834255253
1006,834261224
1006,836000330
1006,836238616
1006,836242641
1006,839238616
1006,840178005
1006,844240243
1006,844244778
1006,844255253
1006,845162347
1006,845168886
1006,845178005
1006,845202811
1006,845204838
1006,846202811
1006,848224411
1006,851204838
1006,851236015
1006,851238616
1006,851238756
1006,851242641
1006,851245336
1006,851248484
1006,854255253
1006,856212811
1006,856226766
1006,856238616
1006,856240950
1006,856242641
1006,856244778
1006,856252037
1006,856253124
1006,856255253
1006,856277426
1006,861000330
1006,861168886
1006,863074866
1006,863202811
1006,863204838
1006,863224293
1006,863226380
1006,863227928
1006,863235456
1006,863238616
1006,863240243
1006,863241602
1006,863242641
1006,863252064
1006,863255253
1006,863258575
1006,863262135
1006,864103133
1006,864226380
1006,866224293
1006,866244778
1006,866255253
1006,867210455
1006,867236015
1006,867240243
1007,100214267
1007,101214267
1007,110214267
1007,258215914
1007,267202126
1007,279202126
1007,283202126
1007,287202126
1007,287230899
1007,291220697
1007,802163587
1007,802202126
1007,802208830
1007,807202126
1007,808204485
1007,810202126
1007,814198861
1007,814204485
1007,814215914
1007,815202126
1007,820202126
1007,820204485
1007,820215914
1007,825169588
1007,825204485
1007,825215914
1007,825229984
1007,826197756
1007,826215590
1007,826216354
1007,826222501
1007,827214267
1007,828202126
1007,828204485
1007,828208830
1007,828215914
1007,829169588
1007,830207494
1007,832202126
1007,832215914
1007,832230899
1007,834163587
1007,834202126
1007,834216393
1007,834230899
1007,835138123
1007,836202126
1007,836248695
1007,839204485
1007,839215914
1007,840215914
1007,840230899
1007,840231044
1007,844192123
1007,844202126
1007,844204485
1007,844215914
1007,844230899
1007,845198861
1007,845204485
1007,848202126
1007,848204485
1007,848215914
1007,848216393
1007,848220697
1007,848234742
1007,851216354
1007,852138123
1007,852208830
1007,852214267
1007,852215590
1007,852216393
1007,852222501
1007,852226790
1007,852232119
1007,852248695
1007,853207494
1007,855202126
1007,855204485
1007,855215590
1007,856202126
1007,856230899
1007,856234742
1007,856248695
1007,861138123
1007,861214267
1007,863192123
1007,863197756
1007,863202126
1007,863204485
1007,863216354
1007,863216393
1007,863222501
1007,863229901
1007,863239892
1007,863257504
1007,866202126
1007,866216354
1007,867203263
1007,867220697
1008,100009676
1008,100054050
1008,100214267
1008,110009676
1008,110054050
1008,110214267
1008,113054050
1008,289009676
1008,808206517
1008,813009676
1008,821231943
1008,825054050
1008,825203574
1008,825206517
1008,826202695
1008,826242964
1008,827009676
1008,827054050
1008,827214267
1008,829054050
1008,829192505
1008,832230899
1008,834230899
1008,835016254
1008,835176944
1008,836054050
1008,836192505
1008,840152908
1008,840176944
1008,840192505
1008,840199189
1008,840199667
1008,840200746
1008,840211575
1008,840213655
1008,840221363
1008,840230899
1008,844192505
1008,844229348
1008,844230899
1008,844236610
1008,845007743
1008,845009676
1008,845016254
1008,845051412
1008,845193474
1008,845211575
1008,846176944
1008,846192505
1008,848009676
1008,848054050
1008,848180216
1008,848192505
1008,848203574
1008,848211117
1008,850009676
1008,850054050
1008,851193474
1008,851202695
1008,851204935
1008,851213655
1008,851242964
1008,851244380
1008,851261188
1008,851276295
1008,852009676
1008,852176944
1008,852206517
1008,852211575
1008,852214267
1008,855192505
1008,855236610
1008,856230899
1008,856242964
1008,861007743
1008,861009676
1008,861016254
1008,861051412
1008,861054050
1008,861176944
1008,861214267
1008,863193474
1008,863198710
1008,863200458
1008,863204935
1008,863229348
1008,863242964
1008,863257057
1008,866241095
1008,867009676
1008,867016254
1008,867051412
1008,867054050
1008,867176944
1008,867191972
1008,867193474
1008,867202695
1008,867208135
1008,867242964
1008,868009676
1009,100247515
1009,101247515
1009,110247515
1009,225165889
1009,230200260
1009,230220421
1009,230231943
1009,231152908
1009,231163925
1009,233186132
1009,236247515
1009,237135451
1009,238237942
1009,246186132
1009,247165889
1009,250200260
1009,251152908
1009,251183394
1009,251186146
1009,253209532
1009,256183855
1009,256193061
1009,260178213
1009,260200260
1009,260208920
1009,264185422
1009,264189725
1009,264194932
1009,265231416
1009,265237942
1009,270231943
1009,272152908
1009,272247515
1009,273198861
1009,273200260
1009,273231943
1009,273235353
1009,273237942
1009,276252042
1009,279200260
1009,280208920
1009,280231943
1009,283178213
1009,283183394
1009,283192789
1009,284152908
1009,284171018
1009,284189288
1009,284193061
1009,284222634
1009,291237942
1009,515208920
1009,515237034
1009,517208920
1009,517252042
1009,802247515
1009,810208920
1009,814165889
1009,814183855
1009,814198861
1009,814210635
1009,815208920
1009,815231416
1009,815240439
1009,815241168
1009,818152908
1009,820237034
1009,821165889
1009,821231943
1009,825208920
1009,826208135
1009,826243657
1009,826252042
1009,827247515
1009,829152908
1009,834208920
1009,836247515
1009,836252042
1009,840152908
1009,845198861
1009,848203747
1009,851186146
1009,851231416
1009,851235353
1009,851237942
1009,852235353
1009,852247515
1009,856231943
1009,856252042
1009,861247515
1009,863208920
1009,863235353
1009,863237942
1009,863242217
1009,863245158
1009,863264207
1009,866186146
1009,866245158
1009,866252042
1009,867208135
1010,100000488
1010,100003647
1010,100011141
1010,100045197
1010,100121939
1010,100121944
1010,100156616
1010,100168473
1010,100182521
1010,100190048
1010,100191189
1010,110000488
1010,110003647
1010,110011141
1010,110045197
1010,110121939
1010,110121944
1010,110156616
1010,110168473
1010,110182521
1010,110190048
1010,110191189
1010,840191189
1010,844188545
1010,844202126
1010,844212622
1010,844213331
1010,844229558
1010,844237086
1010,844246104
1010,844247827
1010,844256790
1010,845045197
1010,845168473
1010,845190048
1010,845208722
1010,848121939
1010,848121944
1010,848156616
1010,848181783
1010,848182521
1010,848188545
1010,848197445
1010,848202126
1010,848206113
1010,848208722
1010,848212622
1010,848222492
1010,848234396
1010,848237086
1010,852011141
1010,852168473
1010,852188545
1010,852189596
1010,852190048
1010,852191189
1010,855188545
1010,855202126
1010,855212622
1010,855241084
1010,855246104
1010,855247827
1010,856202126
1010,856241084
1010,856247827
1010,858010704
1010,858025420
1010,858081644
1010,861000488
1010,861011141
1010,861045197
1010,861081644
1010,861107715
1010,861121939
1010,861121944
1010,861156616
1010,861168473
1010,861181783
1010,861182521
1010,861190048
1010,861191189
1010,861261593
1010,863202126
1010,863247827
1010,866078063
1010,866202126
1010,866206113
1010,866212622
1010,866213331
1010,866219683
1010,866229558
1010,866241084
1010,866247827
1010,866250959
1010,866275298
1010,867000488
1010,867045197
1010,867181783
1010,868168473
1010,868191189
1011,807239085
1011,807252371
1011,814188545
1011,814239085
1011,820186942
1011,820188545
1011,820215441
1011,820227796
1011,820239085
1011,820252371
1011,825188545
1011,825239085
1011,826233731
1011,829233049
1011,829252371
1011,831252371
1011,832188545
1011,832215441
1011,832239085
1011,834188545
1011,834215441
1011,834231443
1011,834266032
1011,836233049
1011,836239085
1011,836252371
1011,839008473
1011,840008473
1011,840013940
1011,840188567
1011,840192883
1011,840208333
1011,840257540
1011,840261593
1011,844188545
1011,844215441
1011,844227796
1011,844231443
1011,844233731
1011,844239085
1011,844247819
1011,844252371
1011,846188545
1011,846188567
1011,848186942
1011,848188350
1011,848188545
1011,848192318
1011,848195365
1011,848204923
1011,848210324
1011,848239085
1011,848245541
1011,848252371
1011,851192883
1011,851197031
1011,851216199
1011,852188350
1011,852188545
1011,852192387
1011,852231443
1011,852233049
1011,852233731
1011,854231443
1011,854239085
1011,855188545
1011,855215441
1011,855227796
1011,855246863
1011,855247819
1011,855252371
1011,856231443
1011,856239085
1011,856246863
1011,856252371
1011,861008473
1011,861261593
1011,863181458
1011,863204923
1011,863225193
1011,863229237
1011,863229891
1011,863235073
1011,863239085
1011,863252371
1011,864034666
1011,864191566
1011,864199266
1011,866188567
1011,866215441
1011,866229237
1011,866229891
1011,866231443
1011,866235073
1011,866239085
1011,866247819
1011,867208333
1011,867225193
1011,867252371
1011,867261593
1012,287212622
1012,291236772
1012,810212622
1012,814212622
1012,820216549
1012,820237678
1012,820238900
1012,820243580
1012,820245367
1012,820251810
1012,820265450
1012,826212622
1012,826236703
1012,826240243
1012,829243580
1012,832185122
1012,832212622
1012,832230899
1012,832243580
1012,832245367
1012,832251517
1012,834212622
1012,834229558
1012,834230899
1012,834237678
1012,834239977
1012,834265450
1012,836212188
1012,836245367
1012,840230899
1012,844185122
1012,844208448
1012,844212622
1012,844229558
1012,844230899
1012,844234236
1012,844240243
1012,844243854
1012,844245367
1012,845244260
1012,848195365
1012,848204923
1012,848207791
1012,848208448
1012,848212188
1012,848212622
1012,848216549
1012,848232805
1012,848241390
1012,851220651
1012,851236772
1012,851238900
1012,851243580
1012,851251517
1012,851260592
1012,852204092
1012,852204638
1012,852225375
1012,852228579
1012,852228941
1012,852232411
1012,852236772
1012,852237678
1012,852238900
1012,855212622
1012,855234236
1012,855236703
1012,856212622
1012,856225375
1012,856229558
1012,856230899
1012,856234236
1012,856236772
1012,856237678
1012,856239364
1012,856245367
1012,856251517
1012,863185427
1012,863204923
1012,863212622
1012,863216549
1012,863225375
1012,863229558
1012,863232999
1012,863234236
1012,863236703
1012,863237678
1012,863245367
1012,863251517
1012,863257876
1012,863262863
1012,864226380
1012,866212622
1012,866229558
1012,866236703
1012,866236772
1012,866242187
1012,866243854
1012,867240243
1012,867245367
1013,100000570
1013,100191208
1013,101000570
1013,101191208
1013,110000570
1013,110191208
1013,267205693
1013,267208574
1013,267236403
1013,268191208
1013,279208574
1013,283192318
1013,287173608
1013,287237679
1013,289191208
1013,291192318
1013,291208574
1013,291225126
1013,291232639
1013,291247182
1013,802181098
1013,802198352
1013,808237679
1013,810173608
1013,813000570
1013,814000570
1013,814192318
1013,814200215
1013,820256675
1013,821000570
1013,821225161
1013,825232432
1013,826232639
1013,826236532
1013,826247182
1013,828205693
1013,829192318
1013,829232639
1013,832256675
1013,834190941
1013,834256196
1013,836260407
1013,840188943
1013,840191208
1013,840208574
1013,840221363
1013,840229752
1013,840232730
1013,840236403
1013,840245741
1013,840247182
1013,840257540
1013,840257889
1013,844232639
1013,844256196
1013,844257289
1013,845000570
1013,845236403
1013,848190941
1013,848192318
1013,848224425
1013,850191208
1013,851208137
1013,851233301
1013,851236403
1013,851236532
1013,851244257
1013,851257278
1013,851268896
1013,852191208
1013,852228941
1013,852232730
1013,855232639
1013,855256196
1013,856233848
1013,856237679
1013,856256196
1013,856257289
1013,861000570
1013,861191208
1013,861269603
1013,862140057
1013,863205693
1013,863225126
1013,863229752
1013,863232639
1013,863232730
1013,863236403
1013,863256196
1013,863256675
1013,863257278
1013,863257289
1013,863257889
1013,863270670
1013,864140057
1013,866236403
1013,866251377
1013,866256196
1013,867208620
1013,868191208
1014,100003647
1014,100182521
1014,100191208
1014,110003647
1014,110182521
1014,110191208
1014,807182521
1014,807200104
1014,820182521
1014,820199503
1014,820200104
1014,820208128
1014,820210035
1014,820213331
1014,820228813
1014,820253149
1014,820256630
1014,831200104
1014,831204963
1014,831210035
1014,832256630
1014,834256630
1014,834256853
1014,835028765
1014,836256630
1014,839200104
1014,840166676
1014,840191208
1014,840208333
1014,840256630
1014,844199503
1014,844200104
1014,844210035
1014,844213331
1014,844225309
1014,844234236
1014,844241852
1014,844253149
1014,844256197
1014,844256630
1014,844256853
1014,845007743
1014,845028765
1014,845204963
1014,848030110
1014,848182521
1014,848195365
1014,848199503
1014,848200104
1014,848204963
1014,848210035
1014,848210324
1014,848213331
1014,848231521
1014,848247263
1014,848247679
1014,848253149
1014,848256630
1014,851206591
1014,851240740
1014,852166676
1014,852182521
1014,852191208
1014,852224179
1014,852255223
1014,852256630
1014,855200104
1014,855210035
1014,855213331
1014,855234236
1014,856208128
1014,856210035
1014,856256630
1014,861007743
1014,861028765
1014,861107715
1014,861166676
1014,861182521
1014,861191208
1014,863199503
1014,863200104
1014,863208128
1014,863256197
1014,863256630
1014,864140057
1014,864200104
1014,866199503
1014,866200104
1014,866210035
1014,866213331
1014,866224179
1014,866228813
1014,867166676
1014,867199503
1014,867204963
1014,867208128
1014,867208333
1014,867235790
1014,868107715
1014,868191208
1015,101215558
1015,258192985
1015,267192985
1015,272181458
1015,272192985
1015,278192985
1015,280192985
1015,283150418
1015,284215558
1015,287192985
1015,287212194
1015,287216860
1015,287232293
1015,287244067
1015,289181458
1015,291206511
1015,807192985
1015,808212194
1015,808232293
1015,810212194
1015,810233195
1015,814150418
1015,815190460
1015,815241522
1015,818180930
1015,820158625
1015,820256675
1015,820264453
1015,821212194
1015,825150418
1015,825192985
1015,825213135
1015,825228635
1015,826206511
1015,826212194
1015,826223689
1015,826228635
1015,826232144
1015,826233195
1015,826234678
1015,826241522
1015,826262929
1015,828192985
1015,828232293
1015,829212194
1015,832212194
1015,832256675
1015,834212194
1015,834246863
1015,835137186
1015,835181783
1015,836192985
1015,836212194
1015,840213135
1015,840245741
1015,844192984
1015,845177553
1015,846190460
1015,846192985
1015,846213135
1015,848137186
1015,848158625
1015,848180930
1015,848181783
1015,848192985
1015,848232293
1015,851206511
1015,851212194
1015,851231416
1015,851240988
1015,851241522
1015,851244067
1015,851264697
1015,851270077
1015,852150418
1015,852192985
1015,852193352
1015,852206511
1015,852244067
1015,855246863
1015,855264453
1015,856212194
1015,856232293
1015,856246863
1015,856264453
1015,861137186
1015,861181783
1015,863180930
1015,863181458
1015,863192985
1015,863193352
1015,863216860
1015,863238370
1015,863240709
1015,863244261
1015,863256675
1015,863264453
1015,863264697
1015,864182152
1015,867181783
1016,100000041
1016,100001615
1016,100001625
1016,100004231
1016,100004833
1016,100005589
1016,100005680
1016,100009676
1016,100010535
1016,100013038
1016,100020289
1016,100028130
1016,100037576
1016,100041236
1016,100166124
1016,100167680
1016,100190042
1016,100190045
1016,100214267
1016,100222000
1016,100222481
1016,110000041
1016,110001615
1016,110001620
1016,110001625
1016,110004231
1016,110004833
1016,110005099
1016,110005589
1016,110005680
1016,110009676
1016,110010535
1016,110013038
1016,110020289
1016,110028130
1016,110037576
1016,110041236
1016,110052241
1016,110166124
1016,110167680
1016,110190042
1016,110190045
1016,110214267
1016,110222000
1016,110222481
1016,844231443
1016,844233419
1016,844277643
1016,845037576
1016,845158023
1016,848000041
1016,848001625
1016,848009676
1016,848010535
1016,848028130
1016,848158023
1016,848176580
1016,848188545
1016,852004231
1016,852158023
1016,852188545
1016,852190042
1016,854231443
1016,854241486
1016,854251854
1016,854277643
1016,855188545
1016,855233419
1016,856277643
1016,861000041
1016,861001615
1016,861001625
1016,861004231
1016,861004833
1016,861005589
1016,861010535
1016,861037576
1016,861166124
1016,861190042
1016,861190045
1016,861214267
1016,863158023
1016,863251854
1016,866158023
1016,866210035
1016,866231443
1016,866233419
1016,866242444
1016,866245037
1016,866251854
1016,866259532
1016,866277643
1016,867005589
1016,867009676
1016,867041236
1016,867142754
1016,867162895
1016,867167680
1016,868037576
1016,868190045
1017,100049369
1017,100166149
1017,100214101
1017,110049369
1017,110166149
1017,110214101
1017,807231866
1017,820194765
1017,820231866
1017,829176580
1017,831231866
1017,832194765
1017,832230899
1017,836049369
1017,839049072
1017,840049072
1017,840049369
1017,840166149
1017,840178562
1017,840193747
1017,840194765
1017,840208421
1017,840214997
1017,840216460
1017,840230899
1017,840259584
1017,844176580
1017,844192119
1017,844193080
1017,844212616
1017,844230899
1017,844240243
1017,844246191
1017,844247103
1017,844257279
1017,844277581
1017,845025924
1017,845049072
1017,845049369
1017,845176580
1017,845204838
1017,845212616
1017,845231866
1017,845233486
1017,845246191
1017,848176580
1017,848181783
1017,848186345
1017,848192119
1017,848194765
1017,848200389
1017,848201305
1017,848204639
1017,848208418
1017,848216549
1017,848226161
1017,848231866
1017,851194765
1017,851226161
1017,852166149
1017,852176580
1017,855192119
1017,855200389
1017,855226161
1017,855246191
1017,856192119
1017,856194765
1017,856226161
1017,856246191
1017,861025924
1017,861049072
1017,861049369
1017,861166149
1017,861181783
1017,863202556
1017,863209981
1017,863212616
1017,863216549
1017,863233084
1017,863233486
1017,863240690
1017,863246191
1017,866192119
1017,866208418
1017,866226161
1017,866242444
1017,866246191
1017,866266039
1017,866276493
1017,867025924
1017,867181783
1017,867192816
1017,867210455
1017,867214101
1017,867231591
1017,867232656
1017,867238216
1017,867240243
1017,867257279
1017,868049072
1018,100000250
1018,100001040
1018,100001183
1018,100001256
1018,100001397
1018,100001668
1018,100005419
1018,100005479
1018,100005589
1018,100009676
1018,100010264
1018,100037576
1018,100045197
1018,100045661
1018,100045674
1018,100138449
1018,100161840
1018,100166124
1018,100166149
1018,100173731
1018,100176676
1018,100182521
1018,100191695
1018,100222000
1018,100254642
1018,110000250
1018,110001040
1018,110001183
1018,110001256
1018,110001397
1018,110001668
1018,110005419
1018,110005479
1018,110005589
1018,110009676
1018,110010264
1018,110037576
1018,110045197
1018,110045661
1018,110045674
1018,110138449
1018,110161840
1018,110166124
1018,110166149
1018,110173731
1018,110176676
1018,110182521
1018,110191695
1018,110222000
1018,110254642
1018,831238794
1018,831252371
1018,844231747
1018,844252371
1018,845001397
1018,845037576
1018,848009676
1018,848020801
1018,854231747
1018,855238794
1018,855239053
1018,855252371
1018,856231747
1018,858077787
1018,861001183
1018,861001397
1018,861005479
1018,861005589
1018,861037576
1018,861139869
1018,861166124
1018,861182521
1018,861183277
1018,861214649
1018,863231747
1018,866020801
1018,866070966
1018,866177003
1018,866192119
1018,866200145
1018,866226161
1018,866231747
1018,866239053
1018,866241637
1018,866277846
1018,867000250
1018,867001040
1018,867001183
1018,867005589
1018,867009676
1018,867045197
1018,867161840
1018,867189513
1018,867197781
1018,867200145
1018,867214649
1018,867232656
1018,867238794
1018,868001397
1018,868037576
1019,100005680
1019,101005680
1019,110005680
1019,287211688
1019,287243780
1019,289168542
1019,289179813
1019,802189332
1019,808211688
1019,810210514
1019,814189513
1019,814193171
1019,814243780
1019,815210514
1019,818179813
1019,820189332
1019,820197781
1019,821231627
1019,825005661
1019,825005680
1019,825189332
1019,825197781
1019,825199576
1019,825210514
1019,826189513
1019,826208450
1019,826210514
1019,826230786
1019,826243032
1019,827005680
1019,829157481
1019,829189332
1019,829197781
1019,834192366
1019,834212616
1019,836005661
1019,836005680
1019,836243780
1019,840157481
1019,840178562
1019,840189271
1019,840189513
1019,840196432
1019,840211575
1019,840220253
1019,840246785
1019,844189332
1019,844192366
1019,844197781
1019,844210514
1019,844212616
1019,845189332
1019,845192366
1019,845199005
1019,845211575
1019,845212616
1019,845225659
1019,846005661
1019,846197781
1019,846210514
1019,848189271
1019,848189332
1019,848189513
1019,848197781
1019,848201305
1019,848210514
1019,848211688
1019,848224411
1019,848246258
1019,851224415
1019,851240359
1019,851265726
1019,852189332
1019,852205070
1019,852211575
1019,852225659
1019,852241461
1019,852263880
1019,856192366
1019,856241461
1019,856243780
1019,856246871
1019,856255069
1019,858010959
1019,861005661
1019,861005680
1019,861010959
1019,862243780
1019,863192366
1019,863199005
1019,863210514
1019,863212616
1019,863236920
1019,863240359
1019,863241461
1019,863243780
